ACCNUM,ObjectId,INVTYPE,INVAGE,INJURY,FATAL_NO,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,PEDTYPE,PEDACT,PEDCOND,CYCLISTYPE,CYCACT,CYCCOND,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE,TRUCK,TRSN_CITY_VEH,EMERG_VEH,PASSENGER,SPEEDING,AG_DRIV,REDLIGHT,ALCOHOL,DISABILITY
1386767,10527,Pedestrian,5 to 9,4,NULL,South,Other,NULL,NULL,NULL,Pedestrian hit at private driveway,Running onto Roadway,Inattentive,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1386836,10528,Driver,45 to 49,1,NULL,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1386836,10529,Driver,20 to 24,4,NULL,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1380288,10530,Driver,40 to 44,1,NULL,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL
1380288,10531,Other Property Owner,unknown,NULL,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL
1380288,10532,Pedestrian,10 to 14,4,NULL,Unknown,"Automobile, Station Wagon",NULL,NULL,NULL,Other / Undefined,Other,Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL
1380288,10533,Vehicle Owner,unknown,NULL,NULL,NULL,"Automobile, Station Wagon",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL
1380363,10534,Vehicle Owner,unknown,NULL,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes
1380363,10536,Driver,60 to 64,4,NULL,East,"Automobile, Station Wagon",Going Ahead,Lost control,Medical or Physical Disability,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes
1387287,10537,Driver,40 to 44,4,NULL,East,"Automobile, Station Wagon",Making U Turn,Improper Turn,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
1387287,10538,Passenger,5 to 9,4,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
1387287,10539,Passenger,10 to 14,4,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
1387287,10540,Passenger,40 to 44,4,NULL,NULL,Other,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
1387287,10541,Driver,50 to 54,4,NULL,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
1387956,10542,Driver,50 to 54,1,NULL,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,"Ability Impaired, Alcohol",NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,Yes,NULL
1387956,10543,Pedestrian,50 to 54,4,NULL,South,Other,NULL,NULL,NULL,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,Yes,NULL
1387956,10544,Pedestrian,60 to 64,4,NULL,South,Other,NULL,NULL,NULL,Vehicle is going straight thru inter.while ped cross with ROW,Crossing with right of way,Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,Yes,NULL
1385120,10545,Driver,50 to 54,3,NULL,South,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1385120,10546,Driver,35 to 39,1,NULL,North,"Automobile, Station Wagon",Changing Lanes,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1385120,10547,Driver,45 to 49,4,NULL,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
1380946,10548,Vehicle Owner,unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5001628551,11419,Passenger,10 to 14,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
1380946,10549,Truck Driver,50 to 54,1,NULL,North,Truck - Dump,Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1380946,10550,Cyclist,25 to 29,2,49,North,Bicycle,Going Ahead,NULL,NULL,NULL,NULL,NULL,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Lost control,Normal,NULL,Yes,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1380946,10551,Other,unknown,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1381541,10552,Vehicle Owner,unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL
1381541,10553,Driver,25 to 29,1,NULL,North,Pick Up Truck,Going Ahead,Other,"Ability Impaired, Alcohol Over .08",NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL
1381541,10554,Witness,unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL
1381541,10555,Pedestrian,20 to 24,2,48,East,NULL,NULL,NULL,NULL,Pedestrian hit at mid-block,"Crossing, no Traffic Control",Unknown,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL
4002712534,10556,Pedestrian,85 to 89,2,24,West,NULL,NULL,NULL,NULL,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
4001887812,10557,Passenger,75 to 79,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,Yes
4002160939,10558,Driver,50 to 54,1,NULL,East,"Automobile, Station Wagon",Changing Lanes,Improper Lane Change,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4008009492,10559,Driver,70 to 74,4,NULL,South,"Automobile, Station Wagon",Turning Left,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4002396674,10560,Other,unknown,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4002711350,10561,Driver,35 to 39,1,NULL,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
4002711350,10562,Motorcycle Driver,35 to 39,4,NULL,North,Motorcycle,Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
4002717713,10563,Driver,45 to 49,4,NULL,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,Yes,NULL,Yes,NULL,Yes,Yes,NULL,NULL
4002717713,10564,Driver,35 to 39,1,NULL,East,"Bus (Other) (Go Bus, Gray Coach)",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,Yes,NULL,Yes,NULL,Yes,Yes,NULL,NULL
4002717713,10565,Passenger,25 to 29,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,Yes,NULL,Yes,NULL,Yes,Yes,NULL,NULL
4002717713,10566,Passenger,20 to 24,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,Yes,NULL,Yes,NULL,Yes,Yes,NULL,NULL
4002717713,10567,Passenger,25 to 29,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,Yes,NULL,Yes,NULL,Yes,Yes,NULL,NULL
4002717713,10569,Passenger,20 to 24,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,Yes,NULL,Yes,NULL,Yes,Yes,NULL,NULL
4002717713,10570,Passenger,25 to 29,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,Yes,NULL,Yes,NULL,Yes,Yes,NULL,NULL
4002717713,10571,Passenger,25 to 29,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,Yes,NULL,Yes,NULL,Yes,Yes,NULL,NULL
4002717713,10572,Passenger,20 to 24,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,Yes,NULL,Yes,NULL,Yes,Yes,NULL,NULL
4002717713,10573,Passenger,30 to 34,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,Yes,NULL,Yes,NULL,Yes,Yes,NULL,NULL
4002717713,10574,Passenger,20 to 24,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,Yes,NULL,Yes,NULL,Yes,Yes,NULL,NULL
4002717713,10575,Passenger,25 to 29,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,Yes,NULL,Yes,NULL,Yes,Yes,NULL,NULL
4002717713,10576,Passenger,25 to 29,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,Yes,NULL,Yes,NULL,Yes,Yes,NULL,NULL
4002717713,10577,Passenger,20 to 24,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,Yes,NULL,Yes,NULL,Yes,Yes,NULL,NULL
4002717713,10578,Passenger,20 to 24,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,Yes,NULL,Yes,NULL,Yes,Yes,NULL,NULL
4002717713,10579,Passenger,25 to 29,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,Yes,NULL,Yes,NULL,Yes,Yes,NULL,NULL
4002717713,10580,Passenger,55 to 59,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,Yes,NULL,Yes,NULL,Yes,Yes,NULL,NULL
4002721774,10581,Driver,40 to 44,1,NULL,South,Passenger Van,Turning Left,Improper Turn,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
4002721774,10582,Motorcycle Driver,30 to 34,4,NULL,North,Motorcycle,Going Ahead,Driving Properly,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
4002721774,10583,Passenger,50 to 54,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
4002721774,10584,Passenger,45 to 49,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
4002721774,10585,Passenger,5 to 9,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
4002721774,10586,Passenger,35 to 39,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
4002722723,10587,Driver,40 to 44,1,NULL,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
4002722723,10588,Motorcycle Driver,40 to 44,4,NULL,North,Motorcycle,Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
4003162994,11256,Passenger,25 to 29,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL
4002722723,10589,Passenger,unknown,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
4002722723,10590,Passenger,20 to 24,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
4000009508,10591,Cyclist,15 to 19,4,NULL,West,Bicycle,Changing Lanes,NULL,NULL,NULL,NULL,NULL,Cyclist and Driver travelling in same direction. One vehicle sideswipes the other.,Improper Lane Change,Inattentive,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4000009508,10592,Driver,50 to 54,1,NULL,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4002723007,10593,Cyclist,15 to 19,4,NULL,West,Bicycle,Changing Lanes,NULL,NULL,NULL,NULL,NULL,NULL,Improper Lane Change,Inattentive,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4002723007,10594,Driver,50 to 54,1,NULL,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
142723300,10595,Driver,40 to 44,1,NULL,East,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
142723300,10596,Passenger,10 to 14,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
142723300,10597,Pedestrian,60 to 64,2,22,West,NULL,NULL,NULL,NULL,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL
142723818,10598,Driver,25 to 29,1,NULL,West,Passenger Van,Going Ahead,Lost control,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
142723818,10599,Pedestrian,45 to 49,5,NULL,Unknown,NULL,NULL,NULL,NULL,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
142723818,10600,Pedestrian,60 to 64,2,21,Unknown,NULL,NULL,NULL,NULL,Pedestrian hit on sidewalk or shoulder,On Sidewalk or Shoulder,Unknown,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4003162994,11257,Passenger,unknown,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL
4002735710,10601,Driver,40 to 44,1,NULL,North,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
4002735710,10602,Pedestrian,40 to 44,4,NULL,South,NULL,NULL,NULL,NULL,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
4002735786,10603,Driver,25 to 29,1,NULL,East,Delivery Van,Turning Right,Improper Turn,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4002735786,10604,Cyclist,40 to 44,4,NULL,North,Bicycle,Going Ahead,NULL,NULL,NULL,NULL,NULL,"Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.",Driving Properly,Normal,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
142740894,10605,Pedestrian,75 to 79,4,NULL,East,NULL,NULL,NULL,NULL,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Unknown,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
142740894,10606,Driver,55 to 59,1,NULL,West,Delivery Van,Turning Left,Failed to Yield Right of Way,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
142740894,10607,Pedestrian,75 to 79,2,23,East,NULL,NULL,NULL,NULL,Vehicle turns left while ped crosses with ROW at inter.,Crossing with right of way,Normal,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
4002750756,10608,Cyclist,25 to 29,4,NULL,East,Bicycle,Going Ahead,NULL,NULL,NULL,NULL,NULL,Motorist turned left across cyclists path.,Driving Properly,Normal,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
4002750756,10609,Driver,40 to 44,1,NULL,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
4002755635,10610,Driver,30 to 34,1,NULL,South,"Automobile, Station Wagon",Turning Right,Failed to Yield Right of Way,Inattentive,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
4002755635,10611,Cyclist,30 to 34,4,NULL,South,Bicycle,Going Ahead,NULL,NULL,NULL,NULL,NULL,"Motorist turns right at non-signal Inter.(stop, yield, no cont.,and dwy) and strikes cyclist.",Driving Properly,Normal,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
4002788366,10618,Driver,45 to 49,5,NULL,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
4002781365,10612,Driver,30 to 34,1,NULL,West,"Automobile, Station Wagon",Turning Right,Improper Turn,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4002781365,10613,Cyclist,30 to 34,4,NULL,West,Bicycle,Turning Right,NULL,NULL,NULL,NULL,NULL,Motorist turning right on green or amber at signalized intersection strikes cyclist.,Driving Properly,Normal,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4002786358,10614,Driver,50 to 54,1,NULL,East,Municipal Transit Bus (TTC),Slowing or Stopping,Other,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL
4002786358,10615,Passenger,60 to 64,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,NULL
4002788366,10616,Driver,20 to 24,1,NULL,South,"Automobile, Station Wagon",Going Ahead,Following too Close,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
4002788366,10617,Driver,35 to 39,4,NULL,South,NULL,Slowing or Stopping,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
4002797820,10619,Driver,50 to 54,1,NULL,East,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4002797820,10620,Motorcycle Driver,60 to 64,4,NULL,West,Motorcycle,Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4002824583,10621,Driver,unknown,1,NULL,North,"Automobile, Station Wagon",Going Ahead,Failed to Yield Right of Way,Unknown,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
4002824583,10622,Cyclist,50 to 54,4,NULL,West,Bicycle,Going Ahead,NULL,NULL,NULL,NULL,NULL,"Motorist without ROW drives into path of cyclist at inter, lnwy, dwy-Driver not turn.",Driving Properly,Normal,NULL,Yes,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
4002799906,10623,Driver,70 to 74,1,NULL,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
4002799906,10624,Driver,20 to 24,4,NULL,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL
4002803822,10625,Driver,20 to 24,1,NULL,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
4002803822,10626,Passenger,60 to 64,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
4002803822,10627,Passenger,60 to 64,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
4002803822,10628,Pedestrian,15 to 19,4,NULL,West,NULL,NULL,NULL,NULL,Pedestrian hit at mid-block,Running onto Roadway,Unknown,NULL,NULL,NULL,Yes,NULL,Yes,NULL,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL
4002803863,10629,Cyclist,25 to 29,4,NULL,East,NULL,Going Ahead,NULL,NULL,NULL,NULL,NULL,Insufficient information (to determine cyclist crash type).,Other,Had Been Drinking,NULL,Yes,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL
