ACCNUM,INVTYPE,INVAGE,INJURY_ID,VEHTYPE,SPEEDING,REDLIGHT,ALCOHOL,YEAR,DATE,TIME,HOUR,STREET1,STREET2,ROAD_CLASS_ID,LOCCOORD,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,Longitude,Latitude,Month,Day_of_Week
6000074879,Driver,75 to 79,4.0,"Automobile, Station Wagon",,,,2016,2016-01-13,1320,13,EGLINTON AVE E,CREDIT UNION DR,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.3182,43.7261,January,Wednesday
6000080482,Driver,35 to 39,2.0,"Automobile, Station Wagon",,,,2016,2016-01-14,1129,11,STEELES AVE E,PHARMACY AVE,1.0,Intersection,Traffic Signal,Clear,Daylight,Wet,Fatal,Turning Movement,-79.3364,43.8168,January,Thursday
6000081215,Driver,60 to 64,1.0,"Automobile, Station Wagon",,,,2016,2016-01-14,1336,13,TECUMSETH ST,QUEEN ST W,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4065,43.6466,January,Thursday
6000087893,Driver,20 to 24,1.0,"Automobile, Station Wagon",,,,2016,2016-01-15,1435,14,BAYVIEW AVE,EGLINTON AVE E,1.0,Intersection,Traffic Signal,Clear,Daylight,Wet,Fatal,Pedestrian Collisions,-79.3771,43.711,January,Friday
6000089379,Driver,unknown,1.0,"Automobile, Station Wagon",,,,2016,2016-01-15,1858,18,CHAMBERS AVE,ROCKWELL AVE,2.0,Intersection,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.4631,43.6767,January,Friday
6000091975,Driver,25 to 29,3.0,"Automobile, Station Wagon",,,,2016,2016-01-16,748,7,STEELES AVE W,ALCIDE ST,1.0,Mid-Block,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Approaching,-79.6335,43.7512,January,Saturday
6000092951,Driver,35 to 39,5.0,"Automobile, Station Wagon",,,,2016,2016-01-16,1137,11,BATHURST ST,DUNDAS ST W,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.4062,43.6529,January,Saturday
6000094182,Driver,50 to 54,1.0,"Automobile, Station Wagon",,,,2016,2016-01-16,1536,15,OSSINGTON AVE,DAVENPORT RD,3.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4308,43.6743,January,Saturday
6000101056,Driver,35 to 39,1.0,"Automobile, Station Wagon",,,,2016,2016-01-17,1935,19,SHEPPARD AVE E,CHICHESTER PL,1.0,Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,-79.3203,43.7758,January,Sunday
6000111200,Driver,20 to 24,4.0,"Automobile, Station Wagon",Yes,,,2016,2016-01-19,1300,13,COMBE AVE,WILMINGTON AVE,3.0,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,-79.4556,43.7596,January,Tuesday
6000125863,Driver,65 to 69,1.0,"Automobile, Station Wagon",,,,2016,2016-01-21,1917,19,FINCH AVE W,WESTON RD,1.0,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,-79.5435,43.7518,January,Thursday
6000131463,Driver,40 to 44,1.0,"Automobile, Station Wagon",,,,2016,2016-01-22,1811,18,135 TYNDALL AVE,,4.0,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,-79.4286,43.6374,January,Friday
6000133147,Driver,45 to 49,4.0,"Automobile, Station Wagon",Yes,,,2016,2016-01-23,35,0,BATHURST ST,FORT YORK BLVD,1.0,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,-79.4006,43.6388,January,Saturday
6000139902,Driver,25 to 29,4.0,"Automobile, Station Wagon",Yes,,,2016,2016-01-24,521,5,LAKE SHORE BLVD W,BRITISH COLUMBIA RD,1.0,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,-79.4267,43.6303,January,Sunday
6000143198,Cyclist,20 to 24,4.0,Bicycle,,,,2016,2016-01-23,2010,20,THE QUEENSWAY,NORTH QUEEN ST,1.0,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,-79.5561,43.6141,January,Saturday
6000143502,Pedestrian,35 to 39,4.0,,,,,2016,2016-01-24,2141,21,EGLINTON AVE E,MASON RD,1.0,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,-79.2251,43.7417,January,Sunday
6000147267,Driver,70 to 74,1.0,"Automobile, Station Wagon",,,,2016,2016-01-25,1445,14,50 MERTON ST,,2.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,-79.3951,43.6963,January,Monday
6000148806,Driver,40 to 44,1.0,Passenger Van,,,,2016,2016-01-25,1915,19,OVERLEA BLVD,WILLIAM MORGAN DR,1.0,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3413,43.7079,January,Monday
6000164025,Pedestrian,45 to 49,2.0,,,,,2016,2016-01-28,925,9,DUNDAS ST W,POPLAR AVE,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,-79.54,43.636,January,Thursday
6000168422,Other,unknown,1.0,,,,,2016,2016-01-28,2130,21,48MILLDOCK,,4.0,Mid-Block,No Control,Snow,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,-79.1258,43.7903,January,Thursday
6000171366,Driver,45 to 49,1.0,"Automobile, Station Wagon",,,,2016,2016-01-29,1225,12,3434 LAWRENCE AVE E,,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,-79.2304,43.7586,January,Friday
6000179020,Driver,35 to 39,1.0,"Automobile, Station Wagon",,,,2016,2016-01-30,1753,17,DUFFERIN ST,ARMSTRONG AVE,1.0,Intersection,No Control,Clear,"Dark, artificial",Dry,Fatal,Pedestrian Collisions,-79.4374,43.6647,January,Saturday
6000181395,Driver,50 to 54,3.0,"Automobile, Station Wagon",,,Yes,2016,2016-01-31,230,2,DERRYDOWN RD,ROMFIELD DR,4.0,Intersection,Stop Sign,Clear,"Dark, artificial",Wet,Fatal,SMV Other,-79.4939,43.7603,January,Sunday
6000186933,Driver,30 to 34,4.0,"Automobile, Station Wagon",,,,2016,2016-02-01,320,3,KENNEDY RD,NORCAP AVE,1.0,Intersection,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Approaching,-79.2943,43.7971,February,Monday
6000188538,Driver,85 to 89,2.0,"Automobile, Station Wagon",Yes,,,2016,2016-02-01,1033,10,BIRMINGHAM ST,TWENTY FIRST ST,2.0,Intersection,Pedestrian Crossover,Clear,Daylight,Dry,Fatal,Sideswipe,-79.5211,43.5999,February,Monday
6000197047,Driver,40 to 44,1.0,Pick Up Truck,,,,2016,2016-02-02,1616,16,JANE ST,GRANDRAVINE DR,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.515,43.747,February,Tuesday
6000218872,Driver,30 to 34,4.0,Passenger Van,Yes,,,2016,2016-02-06,233,2,163 WINCOTT DR,,2.0,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,-79.549,43.6861,February,Saturday
6000219266,Driver,25 to 29,4.0,"Automobile, Station Wagon",,,,2016,2016-02-06,500,5,DUNDAS ST W,ANNETTE ST,3.0,Mid-Block,No Control,Clear,"Dawn, artificial",Dry,Non-Fatal Injury,SMV Other,-79.458,43.6639,February,Saturday
6000243323,Driver,45 to 49,5.0,"Automobile, Station Wagon",,,,2016,2016-02-10,954,9,WEDGEWOOD DR,TOBRUK CRES,4.0,Intersection,Stop Sign,Clear,Daylight,Wet,Fatal,Pedestrian Collisions,-79.4139,43.7896,February,Wednesday
6000261829,Driver,75 to 79,1.0,"Automobile, Station Wagon",,,,2016,2016-02-13,1018,10,FINCH AVE W,TOBERMORY DR,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,-79.5036,43.7602,February,Saturday
6000291466,Driver,30 to 34,1.0,Delivery Van,,,,2016,2016-02-18,1315,13,DAWES RD,SECORD AVE,3.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,-79.2972,43.6935,February,Thursday
6000294353,Driver,30 to 34,1.0,Municipal Transit Bus (TTC),,,,2016,2016-02-18,2230,22,MACDONELL AVE,LN n QUEEEN E FULLER,4.0,Intersection,No Control,Clear,Dark,Dry,Fatal,Pedestrian Collisions,-79.438,43.6407,February,Thursday
6000304875,Driver,35 to 39,1.0,"Automobile, Station Wagon",,,,2016,2016-02-20,1717,17,CONFEDERATION DR,STEVENWOOD RD,2.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.221,43.7553,February,Saturday
6000307200,Driver,25 to 29,1.0,"Automobile, Station Wagon",,,Yes,2016,2016-02-21,147,1,THE QUEENSWAY K,KIPLING AVE,1.0,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,-79.5279,43.6206,February,Sunday
6000310754,Truck Driver,50 to 54,1.0,"Truck - Closed (Blazer, etc)",,,,2016,2016-02-21,1730,17,1330 MARTIN GROVE RD,,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.5796,43.7106,February,Sunday
6000324191,Driver,35 to 39,3.0,"Automobile, Station Wagon",Yes,,,2016,2016-02-23,2146,21,OSSINGTON AVE,COLLEGE ST,3.0,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4224,43.6537,February,Tuesday
6000332112,Driver,unknown,1.0,"Automobile, Station Wagon",,,,2016,2016-02-25,912,9,FINCH AVE E,DON MILLS RD,1.0,Intersection,Traffic Signal,Freezing Rain,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.3546,43.7925,February,Thursday
6000334615,Driver,75 to 79,1.0,"Automobile, Station Wagon",,,,2016,2016-02-25,1625,16,AVIEMORE DR,GRAMPIAN CRES,4.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.5701,43.7503,February,Thursday
6000353935,Driver,20 to 24,1.0,"Automobile, Station Wagon",Yes,,,2016,2016-02-28,2240,22,LAWRENCE AVE E,CARNFORTH RD,1.0,Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Turning Movement,-79.3142,43.7414,February,Sunday
6000359502,Driver,55 to 59,1.0,"Automobile, Station Wagon",,,,2016,2016-02-29,1939,19,137 QUEEN S PLATE  DR,,2.0,Mid-Block,No Control,Clear,Dusk,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.5925,43.7172,February,Monday
6000362720,Driver,45 to 49,1.0,"Automobile, Station Wagon",,Yes,,2016,2016-03-01,1117,11,BATHURST ST,NINA ST,1.0,Intersection,Traffic Signal,Snow,Daylight,Loose Snow,Non-Fatal Injury,Pedestrian Collisions,-79.4169,43.6798,March,Tuesday
6000365779,Driver,30 to 34,1.0,"Automobile, Station Wagon",,,,2016,2016-02-29,1930,19,COSBURN AVE,PAPE AVE,3.0,Mid-Block,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3483,43.6894,February,Monday
6000375289,Driver,45 to 49,4.0,"Automobile, Station Wagon",,,,2016,2016-03-03,1255,12,GORDON BAKER RD,FINCH AVE E,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,-79.3412,43.7951,March,Thursday
6000381883,Truck Driver,30 to 34,1.0,Truck - Dump,,,,2016,2016-03-04,1411,14,JARVIS ST,QUEEN ST E,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,-79.3732,43.6537,March,Friday
6000408814,Driver,30 to 34,1.0,"Bus (Other) (Go Bus, Gray Coach)",,,,2016,2016-03-08,2106,21,EGLINTON AVE W,BATHURST ST,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4255,43.7009,March,Tuesday
6000411466,Driver,65 to 69,1.0,"Automobile, Station Wagon",,,,2016,2016-03-09,1014,10,JOHN GARLAND BLVD,MARTIN GROVE RD,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.5894,43.732,March,Wednesday
6000414700,Motorcycle Driver,25 to 29,2.0,Motorcycle,Yes,,,2016,2016-03-09,1835,18,STEELES AVE W,ISLINGTON AVE,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Fatal,Rear End,-79.5733,43.7646,March,Wednesday
6000424606,Driver,40 to 44,3.0,"Automobile, Station Wagon",,,,2016,2016-03-11,1037,10,ALBION RD,HIGHWAY 27  N,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.6075,43.7442,March,Friday
6000434518,Driver,15 to 19,5.0,"Automobile, Station Wagon",Yes,,,2016,2016-03-12,2235,22,YONGE ST,EGLINTON AVE E,1.0,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3983,43.7067,March,Saturday
6000436156,Driver,75 to 79,1.0,"Automobile, Station Wagon",,,,2016,2016-03-13,856,8,KING ST W,CLOSE AVE,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4347,43.6374,March,Sunday
6000440482,Driver,25 to 29,4.0,"Automobile, Station Wagon",,,Yes,2016,2016-03-14,300,3,SHEPPARD AVE W,WESTON RD,1.0,Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,-79.5382,43.7337,March,Monday
6000441684,Driver,55 to 59,5.0,"Automobile, Station Wagon",,Yes,,2016,2016-03-14,952,9,DON MILLS RD,FINCH AVE E,1.0,Intersection,Traffic Signal,Rain,Daylight,Wet,Fatal,Angle,-79.3547,43.7926,March,Monday
6000444329,Driver,20 to 24,1.0,"Automobile, Station Wagon",,,,2016,2016-03-14,1739,17,PAPE AVE,CANNING AVE,1.0,Mid-Block,No Control,Clear,Dusk,Wet,Non-Fatal Injury,Pedestrian Collisions,-79.3462,43.6827,March,Monday
6000477912,Driver,15 to 19,1.0,"Automobile, Station Wagon",,Yes,,2016,2016-03-20,303,3,BAY ST,WELLINGTON ST W,1.0,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,-79.3797,43.6473,March,Sunday
6000478008,Driver,45 to 49,1.0,"Automobile, Station Wagon",Yes,,,2016,2016-03-20,340,3,O CONNOR DR,RALSTON AVE,1.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,-79.327,43.6982,March,Sunday
6000478020,Driver,40 to 44,1.0,"Automobile, Station Wagon",,,,2016,2016-03-20,344,3,COLLEGE ST,LANSDOWNE AVE,3.0,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,-79.4399,43.6509,March,Sunday
6000480825,Driver,40 to 44,4.0,"Automobile, Station Wagon",,,,2016,2016-03-20,1654,16,LAKE SHORE BLVD W,BRITISH COLUMBIA RD,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,-79.4255,43.6299,March,Sunday
6000493980,Driver,35 to 39,1.0,Pick Up Truck,,,,2016,2016-03-22,1936,19,PROGRESS AVE,KENNEDY RD,1.0,Intersection,Traffic Signal,Rain,"Dusk, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,-79.2822,43.7693,March,Tuesday
6000498147,Driver,40 to 44,1.0,Passenger Van,,,,2016,2016-03-23,1313,13,400 NUGGET AVE,,3.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.2487,43.7966,March,Wednesday
6000500403,Pedestrian,75 to 79,2.0,,,,,2016,2016-03-23,2015,20,KING ST E,PRINCESS ST,1.0,Mid-Block,No Control,Freezing Rain,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,-79.367,43.6514,March,Wednesday
6000501397,Driver,25 to 29,3.0,"Automobile, Station Wagon",Yes,Yes,Yes,2016,2016-03-24,42,0,KINGSTON RD,SHEPPARD AVE E,1.0,Intersection,Traffic Signal,Freezing Rain,"Dark, artificial",Slush,Non-Fatal Injury,Angle,-79.1462,43.7989,March,Thursday
6000506509,Driver,60 to 64,1.0,Pick Up Truck,,,,2016,2016-03-24,2049,20,KING  ST W,UNIVERSITY  AVE,1.0,Intersection,Traffic Signal,Rain,"Dusk, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,-79.3847,43.6476,March,Thursday
6000522644,Driver,25 to 29,1.0,"Automobile, Station Wagon",,Yes,,2016,2016-03-27,2153,21,MONOGRAM PL,ISLINGTON AVE,1.0,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,-79.5504,43.7051,March,Sunday
6000530490,Pedestrian,75 to 79,2.0,,,,,2016,2016-03-29,901,9,FINCH AVE E,SKYMARK DR,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,-79.3522,43.7931,March,Tuesday
6000543310,Cyclist,65 to 69,4.0,Bicycle,,,,2016,2016-03-31,637,6,COLLEGE ST,LIPPINCOTT ST,1.0,Intersection,Stop Sign,Rain,"Daylight, artificial",Wet,Non-Fatal Injury,Cyclist Collisions,-79.4064,43.6566,March,Thursday
6000548529,Driver,25 to 29,1.0,"Automobile, Station Wagon",,,,2016,2016-03-31,2146,21,MARKHAM RD,NASHDENE RD,1.0,Intersection,Traffic Signal,Rain,Dark,Wet,Fatal,Pedestrian Collisions,-79.2461,43.8202,March,Thursday
6000548674,Driver,40 to 44,1.0,Municipal Transit Bus (TTC),,,,2016,2016-03-31,2210,22,OAKWOOD AVE,VAUGHAN RD,3.0,Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Other,-79.4408,43.6926,March,Thursday
6000555439,Driver,45 to 49,5.0,"Automobile, Station Wagon",Yes,,,2016,2016-04-01,2206,22,THE QUEENSWAY,ROYAL YORK RD,1.0,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Turning Movement,-79.5026,43.6263,April,Friday
6000566615,Driver,25 to 29,1.0,"Automobile, Station Wagon",Yes,,,2016,2016-04-03,1930,19,FINCH AVE E,CHEROKEE BLVD,1.0,Mid-Block,No Control,Snow,Dark,Ice,Non-Fatal Injury,Approaching,-79.3354,43.7928,April,Sunday
6000576751,Driver,20 to 24,4.0,"Automobile, Station Wagon",,,,2016,2016-04-05,1204,12,200 NORSEMAN ST,,2.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Turning Movement,-79.5247,43.6328,April,Tuesday
6000581980,Driver,25 to 29,1.0,"Automobile, Station Wagon",,,,2016,2016-04-06,835,8,SHEPPARD AVE E,GATEFORTH DR,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.2303,43.7955,April,Wednesday
6000582754,Pedestrian,75 to 79,4.0,,,,,2016,2016-03-26,1530,15,FINCH AVE W,BATHURST ST,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4429,43.7737,March,Saturday
6000584121,Driver,55 to 59,1.0,Municipal Transit Bus (TTC),,,,2016,2016-04-06,1440,14,ROYAL YORK  RD,SAUNDERS  CRES,3.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.5033,43.6281,April,Wednesday
6000595012,Driver,35 to 39,2.0,"Automobile, Station Wagon",Yes,,,2016,2016-04-08,902,9,ST CLEMENTS AVE,CALDOW RD,4.0,Intersection,Stop Sign,Clear,Daylight,Dry,Fatal,Angle,-79.4209,43.7082,April,Friday
6000605777,Driver,60 to 64,1.0,"Automobile, Station Wagon",,Yes,,2016,2016-04-09,2111,21,CUMMER AVE,WILLOWDALE AVE,3.0,Intersection,Traffic Signal,Clear,Dark,Dry,Fatal,Angle,-79.4099,43.7886,April,Saturday
6000607400,Passenger,20 to 24,2.0,,Yes,,,2016,2016-04-10,326,3,JANE ST,SHEPPARD AVE W,1.0,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Fatal,Rear End,-79.5132,43.7393,April,Sunday
6000608721,Driver,35 to 39,1.0,"Automobile, Station Wagon",,,,2016,2016-04-10,1130,11,QUEEN ST W,UNIVERSITY AVE,1.0,Mid-Block,Streetcar (Stop for),Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3866,43.6508,April,Sunday
6000614403,Driver,25 to 29,4.0,"Automobile, Station Wagon",,,,2016,2016-04-11,1145,11,FINCH AVE E,PICKERING TOWN LINE,4.0,Intersection,Stop Sign,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,-79.1595,43.8316,April,Monday
6000633248,Driver,75 to 79,3.0,"Automobile, Station Wagon",,,,2016,2016-04-14,831,8,BATHURST ST,KHEDIVE AVE,1.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,-79.4312,43.7257,April,Thursday
6000688444,Pedestrian,55 to 59,2.0,,,,,2016,2016-04-22,1727,17,VICTORIA PARK AVE,PATRICK BLVD,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,-79.3241,43.7777,April,Friday
6000691297,Passenger,20 to 24,2.0,,Yes,,,2016,2016-04-23,356,3,JANE ST,HUMBERVIEW RD,1.0,Intersection,No Control,Other,Dark,Other,Fatal,SMV Other,-79.4864,43.6539,April,Saturday
6000705795,Driver,75 to 79,1.0,"Automobile, Station Wagon",,,,2016,2016-04-25,1510,15,LESLIE ST,VAN HORNE AVE,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3665,43.7836,April,Monday
6000707918,Driver,50 to 54,1.0,Passenger Van,,,,2016,2016-04-25,2139,21,EGLINTON AVE E,BEACHELL ST,1.0,Mid-Block,No Control,Rain,Dark,Wet,Fatal,Pedestrian Collisions,-79.2229,43.7422,April,Monday
6000713724,Driver,30 to 34,3.0,"Automobile, Station Wagon",,,,2016,2016-04-26,1910,19,CARRIER DR,WOODBINE DOWNS BLVD,2.0,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Angle,-79.6075,43.7385,April,Tuesday
6000720268,Driver,30 to 34,4.0,"Automobile, Station Wagon",Yes,,,2016,2016-04-27,1805,18,LAKE SHORE BLVD W,BRITISH COLUMBIA RD,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,-79.4257,43.63,April,Wednesday
6000721028,Driver,30 to 34,1.0,"Automobile, Station Wagon",,Yes,,2016,2016-04-27,2038,20,JARVIS ST,CARLTON ST,1.0,Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Cyclist Collisions,-79.3766,43.6623,April,Wednesday
6000731601,Truck Driver,20 to 24,1.0,"Truck - Closed (Blazer, etc)",,,,2016,2016-04-29,1325,13,DUFFERIN ST,CROATIA ST,1.0,Intersection,Stop Sign,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.4347,43.6583,April,Friday
6000733806,Driver,55 to 59,5.0,"Automobile, Station Wagon",,,,2016,2016-04-29,1930,19,MILLWOOD RD,MCRAE DR,2.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Other,-79.369,43.7048,April,Friday
6000746605,Pedestrian,90 to 94,2.0,,,,,2016,2016-05-01,2033,20,AVENUE RD,FELBRIGGE AVE,1.0,Mid-Block,No Control,Rain,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,-79.4197,43.7344,May,Sunday
6000754658,Driver,55 to 59,3.0,Pick Up Truck,,,,2016,2016-05-03,605,6,OAKWOOD AVE,GLENHURST AVE,3.0,Intersection,No Control,Clear,"Dawn, artificial",Dry,Non-Fatal Injury,Turning Movement,-79.4365,43.6817,May,Tuesday
6000754675,Pedestrian,45 to 49,4.0,,,,,2016,2016-05-03,555,5,MARKHAM RD,EGLINTON AVE E,1.0,Intersection,No Control,Clear,Dawn,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.2188,43.7431,May,Tuesday
6000755736,Driver,65 to 69,1.0,"Automobile, Station Wagon",,,,2016,2016-05-03,948,9,3 SPRUCE HILL RD,,4.0,Mid-Block,No Control,Clear,Daylight,Dry,Fatal,Pedestrian Collisions,-79.2889,43.6727,May,Tuesday
6000759323,Motorcycle Driver,25 to 29,4.0,Motorcycle,,,,2016,2016-05-03,1912,19,SCOTTFIELD DR,FINCH AVE E,4.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,-79.2525,43.81,May,Tuesday
6000775153,Driver,45 to 49,4.0,"Automobile, Station Wagon",Yes,,,2016,2016-05-06,630,6,920 DANFORTH RD,,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Approaching,-79.2513,43.7299,May,Friday
6000775432,Truck Driver,25 to 29,1.0,"Truck - Closed (Blazer, etc)",,,,2016,2016-05-06,755,7,WELLINGTON ST E,YONGE ST,1.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.3773,43.6478,May,Friday
6000780145,Driver,30 to 34,1.0,"Automobile, Station Wagon",,,,2016,2016-05-06,2025,20,ADELAIDE ST W,TECUMSETH ST,2.0,Mid-Block,No Control,Clear,Dusk,Dry,Non-Fatal Injury,Other,-79.4065,43.6444,May,Friday
6000781338,Driver,25 to 29,1.0,"Automobile, Station Wagon",,,,2016,2016-05-07,15,0,SHEPPARD AVE W,EASTON RD,1.0,Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,-79.4257,43.7582,May,Saturday
6000789815,Driver,70 to 74,1.0,"Automobile, Station Wagon",,,,2016,2016-05-08,1133,11,BROADVIEW AVE,JACK LAYTON WAY,3.0,Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Sideswipe,-79.3529,43.6661,May,Sunday
6000800445,Cyclist,30 to 34,5.0,Bicycle,,,,2016,2016-05-10,648,6,FINCH AVE W,SIGNET DR,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,-79.5362,43.7532,May,Tuesday
6000846295,Driver,60 to 64,1.0,Passenger Van,,,,2016,2016-05-17,820,8,2632 EGLINTON AVE E,,1.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.2509,43.7359,May,Tuesday
6000848793,Driver,55 to 59,1.0,"Automobile, Station Wagon",,,,2016,2016-05-17,1414,14,JANE ST,TROUTBROOKE DR,1.0,Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Turning Movement,-79.5112,43.7318,May,Tuesday
6000852828,Pedestrian,80 to 84,4.0,,,,,2016,2016-05-18,600,6,TWENTY FOURTH STREET,LAKESHORE BOULEVARD,4.0,Mid-Block,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,-79.5226,43.5973,May,Wednesday
